,relationship,hematokrit,alp,indicator,etytr,hbver,weight,er-cv,leukocyty,hemoglobin,erytrocyty,trombocyty,smoker,alt,ssn,ast,residence,name,company,birthdate,sex,blood_group,address,race
7541,widowed,4.60842,84.42685,0.0,5.07061,5.793,65.68526,58.02616,4.29,6.27146,7.9274,7.05369,Y,4.83696,152-20-9542,93.4918,"5073 Davis Islands Suite 686
Port Sharon, IL 69807",Brian Smith,Gordon-Hamilton,12/25/1935,M,B-,"05442 Rebecca Forge Apt. 711
Whiteborough, VA 46479",White
7542,divorced,8.61516,40.59241,1.0,4.63974,5.11798,49.86354,43.55452,2.90155,4.38639,6.45344,7.41611,N,2.43177,449-91-5717,60.63579,"Unit 0872 Box 4145
DPO AP 28393",Nicholas Johnson,"Roberts, Torres and Kim",10/01/1993,M,A-,"8595 Trujillo Alley Suite 762
East Thomasville, OK 15057",Black
7543,single,6.88841,73.99291,1.0,4.75691,4.66959,39.34209,25.16111,6.31521,5.45389,7.3978,6.09662,N,3.27764,449-91-5717,57.21011,"Unit 0872 Box 4145
DPO AP 28393",Nicholas Johnson,"Roberts, Torres and Kim",10/01/1993,M,A-,"8595 Trujillo Alley Suite 762
East Thomasville, OK 15057",Black
7544,married,7.99999,75.05233,1.0,6.83682,6.58621,110.95695,47.47255,5.35812,6.33524,7.63964,6.27872,N,4.40451,449-91-5717,73.95479,"Unit 0872 Box 4145
DPO AP 28393",Nicholas Johnson,"Roberts, Torres and Kim",10/01/1993,M,A-,"8595 Trujillo Alley Suite 762
East Thomasville, OK 15057",Black
7545,married,6.90735,77.93866,1.0,4.53862,5.77804,91.72393,35.16712,4.81704,6.98382,8.67609,5.42577,Y,7.72029,362-32-0452,57.67049,"9379 Jennifer Loaf Apt. 781
Millerville, DC 58842",Matthew Smith,Jones-Clark,09/21/1993,M,B-,"PSC 2549, Box 7245
APO AP 66725",White
7546,divorced,5.67063,62.79188,0.0,3.8892,6.40598,53.7883,43.71871,4.34592,5.15768,4.06064,5.58698,N,1.31799,362-32-0452,59.71371,"9379 Jennifer Loaf Apt. 781
Millerville, DC 58842",Matthew Smith,Jones-Clark,09/21/1993,M,B-,"PSC 2549, Box 7245
APO AP 66725",White
7547,single,5.84387,81.9835,0.0,4.13367,6.64427,100.77951,44.91598,4.40229,6.32931,6.93984,3.44558,N,2.65245,362-32-0452,81.39141,"9379 Jennifer Loaf Apt. 781
Millerville, DC 58842",Matthew Smith,Jones-Clark,09/21/1993,M,B-,"PSC 2549, Box 7245
APO AP 66725",White
7548,married,3.48011,68.22594,0.0,5.37851,5.87681,88.07992,37.32051,5.15362,7.13385,7.21633,4.16165,Y,3.22115,213-79-2988,49.46734,"6611 Williamson Way
West Marieshire, SC 75537",Roger Greene,"Anthony, Martinez and Bowers",02/04/1924,M,O+,"6276 Darren Field Suite 511
Christopherberg, GA 08076",Indian
7549,married,6.71654,89.93619,1.0,3.32804,6.41681,102.02802,38.23834,6.42072,6.32858,6.95274,5.34598,N,2.67824,213-79-2988,65.56933,"6611 Williamson Way
West Marieshire, SC 75537",Roger Greene,"Anthony, Martinez and Bowers",02/04/1924,M,O+,"6276 Darren Field Suite 511
Christopherberg, GA 08076",Indian
7550,divorced,5.00434,80.30535,0.0,7.74823,6.28897,41.31144,41.49164,4.08275,7.10871,6.54264,4.5008,Y,2.35799,213-79-2988,51.99683,"6611 Williamson Way
West Marieshire, SC 75537",Roger Greene,"Anthony, Martinez and Bowers",02/04/1924,M,O+,"6276 Darren Field Suite 511
Christopherberg, GA 08076",Indian
7551,divorced,7.17298,86.1006,1.0,4.91623,4.51081,53.36765,39.49541,4.74335,6.39456,6.87917,7.22824,Y,3.01675,213-79-2988,68.45497,"6611 Williamson Way
West Marieshire, SC 75537",Roger Greene,"Anthony, Martinez and Bowers",02/04/1924,M,O+,"6276 Darren Field Suite 511
Christopherberg, GA 08076",Indian
7552,married,7.23084,28.31738,1.0,3.82264,8.09604,88.09126,47.39569,7.37627,8.43559,6.72697,5.87288,N,4.75025,572-27-8427,60.6942,"10731 Michelle Center
South Justinton, NY 24548",Dawn Duncan,Underwood-Coleman,01/11/2011,F,O-,"2303 Allison Bridge Suite 658
South Jeremy, MO 37637",Black
7553,nop,3.27306,79.61637,0.0,5.66099,5.5399,-22.82474,24.00585,4.78045,6.95014,8.02225,6.08183,N,5.1313,572-27-8427,59.71348,"10731 Michelle Center
South Justinton, NY 24548",Dawn Duncan,Underwood-Coleman,01/11/2011,F,O-,"2303 Allison Bridge Suite 658
South Jeremy, MO 37637",Black
7554,nop,4.66994,57.86652,0.0,5.98863,5.29514,79.41911,57.00988,4.72342,7.59785,5.54163,4.43757,N,1.3632,572-27-8427,71.14701,"10731 Michelle Center
South Justinton, NY 24548",Dawn Duncan,Underwood-Coleman,01/11/2011,F,O-,"2303 Allison Bridge Suite 658
South Jeremy, MO 37637",Black
7555,nop,6.96574,55.73972,0.0,4.26839,5.81069,91.09401,38.74008,5.88555,7.83672,4.01742,7.50461,N,1.60444,189-14-4870,59.45512,"935 Finley Hills Suite 949
South Amanda, IN 97864",Dr. Amy Moore,Bradford-Lopez,11/17/1935,F,AB-,"USNV Cowan
FPO AP 07590",White
7556,married,7.51493,77.67646,1.0,4.85766,4.3422,37.0534,61.29647,5.57183,5.36775,7.41385,5.94552,N,3.43538,189-14-4870,68.13887,"935 Finley Hills Suite 949
South Amanda, IN 97864",Dr. Amy Moore,Bradford-Lopez,11/17/1935,F,AB-,"USNV Cowan
FPO AP 07590",White
7557,separated,6.18451,89.84372,1.0,3.14621,5.52659,72.41559,61.48936,6.19681,6.01595,7.05313,5.5738,Y,3.74098,189-14-4870,72.93682,"935 Finley Hills Suite 949
South Amanda, IN 97864",Dr. Amy Moore,Bradford-Lopez,11/17/1935,F,AB-,"USNV Cowan
FPO AP 07590",White
7558,single,7.53981,77.02855,1.0,2.80156,5.86906,81.91853,44.07625,3.45858,5.34906,5.82058,6.07317,N,2.03219,175-70-0854,55.84626,"Unit 5549 Box 4389
DPO AA 69657",Patricia Martinez,"Thompson, Moore and Chandler",02/17/1991,F,AB-,"737 Michael Row
Wandaside, ND 09049",Black
7559,married,8.89262,85.84831,1.0,5.41625,6.36364,66.56968,26.42035,3.29688,6.58763,6.04358,6.00889,Y,3.69252,175-70-0854,71.64487,"Unit 5549 Box 4389
DPO AA 69657",Patricia Martinez,"Thompson, Moore and Chandler",02/17/1991,F,AB-,"737 Michael Row
Wandaside, ND 09049",Black
7560,separated,5.36422,52.65115,1.0,5.78564,6.40073,89.57545,48.54946,6.94261,7.81329,8.87148,4.51189,N,9.00263,175-70-0854,61.42535,"Unit 5549 Box 4389
DPO AA 69657",Patricia Martinez,"Thompson, Moore and Chandler",02/17/1991,F,AB-,"737 Michael Row
Wandaside, ND 09049",Black
7561,married,6.09205,13.06533,1.0,5.26086,4.37737,57.82936,31.33717,6.10793,8.83974,7.96083,7.65633,N,4.61689,359-64-0807,54.83749,"6049 Leon Parkways
Mcconnellview, MS 35223",Brian Thomas,Martinez Ltd,05/01/1921,M,B-,"34042 Joseph Corners Suite 609
West Brian, MI 12249",Black
7562,divorced,7.90193,51.66743,1.0,4.9323,6.76804,61.29681,56.6769,8.45843,7.65677,6.45231,6.06077,Y,1.63031,359-64-0807,54.27075,"6049 Leon Parkways
Mcconnellview, MS 35223",Brian Thomas,Martinez Ltd,05/01/1921,M,B-,"34042 Joseph Corners Suite 609
West Brian, MI 12249",Black
7563,divorced,5.04149,34.1231,0.0,4.24857,5.67651,136.64424,65.22426,5.28415,8.19905,5.86375,7.29565,Y,2.28925,359-64-0807,49.15341,"6049 Leon Parkways
Mcconnellview, MS 35223",Brian Thomas,Martinez Ltd,05/01/1921,M,B-,"34042 Joseph Corners Suite 609
West Brian, MI 12249",Black
7564,single,6.26254,82.705,1.0,4.14511,5.03597,44.39516,37.6642,5.25961,6.86872,7.65455,4.57604,N,4.32485,598-22-3088,74.62953,"246 Brianna Villages
Edwardsland, ID 71030",Nicole Skinner,"Jones, Stewart and Anderson",01/04/1982,F,AB+,"043 Curry Stream
Gregoryborough, IN 39834",Black
7565,single,9.52315,55.65252,1.0,5.69741,6.89812,111.85718,33.6285,8.27342,5.00763,5.7525,7.14238,Y,1.4123,598-22-3088,92.7127,"246 Brianna Villages
Edwardsland, ID 71030",Nicole Skinner,"Jones, Stewart and Anderson",01/04/1982,F,AB+,"043 Curry Stream
Gregoryborough, IN 39834",Black
7566,separated,5.19672,83.7157,0.0,4.38485,7.00095,44.13786,68.91967,5.29773,5.96568,6.04272,5.55677,Y,1.81582,598-22-3088,65.00085,"246 Brianna Villages
Edwardsland, ID 71030",Nicole Skinner,"Jones, Stewart and Anderson",01/04/1982,F,AB+,"043 Curry Stream
Gregoryborough, IN 39834",Black
7567,widowed,9.88982,80.31939,1.0,3.47537,7.15485,51.38535,46.43979,4.63258,6.634,5.14656,5.34623,N,1.97154,105-59-5645,63.08886,"936 Peter Ford Apt. 652
Port Matthew, MD 72114",Billy Simpson,Jefferson-Maldonado,08/22/1906,M,A-,"864 Scott Station
North Danielton, HI 24669",White
7568,married,8.5528,71.72961,1.0,5.59464,6.51194,45.48692,25.93653,4.08834,5.31421,7.41951,6.7034,Y,3.42045,105-59-5645,58.37185,"936 Peter Ford Apt. 652
Port Matthew, MD 72114",Billy Simpson,Jefferson-Maldonado,08/22/1906,M,A-,"864 Scott Station
North Danielton, HI 24669",White
7569,married,5.48149,60.8878,1.0,3.43638,5.4234,120.30881,56.51227,5.98691,5.14987,6.87601,6.65613,Y,3.06594,105-59-5645,65.70755,"936 Peter Ford Apt. 652
Port Matthew, MD 72114",Billy Simpson,Jefferson-Maldonado,08/22/1906,M,A-,"864 Scott Station
North Danielton, HI 24669",White
7570,divorced,6.24428,85.15234,1.0,2.8279,4.96252,59.80018,58.11338,4.50275,5.86818,8.40948,3.95676,Y,7.40376,014-30-0736,62.28563,"730 Copeland Spur
Harperview, OK 59108",William Trujillo,"Richards, Rodriguez and Andrews",02/24/2019,M,B+,"8148 Alexander Islands
Lake Paul, CT 17038",Black
7571,nop,9.68885,85.21777,1.0,3.7328,4.76788,39.59318,41.04001,8.0128,6.82891,4.38105,6.79715,N,2.24439,014-30-0736,71.92085,"730 Copeland Spur
Harperview, OK 59108",William Trujillo,"Richards, Rodriguez and Andrews",02/24/2019,M,B+,"8148 Alexander Islands
Lake Paul, CT 17038",Black
7572,married,8.62419,96.35854,1.0,7.7609,7.8631,70.1559,57.55448,4.90455,5.86539,7.60475,5.47901,Y,3.02754,014-30-0736,61.68098,"730 Copeland Spur
Harperview, OK 59108",William Trujillo,"Richards, Rodriguez and Andrews",02/24/2019,M,B+,"8148 Alexander Islands
Lake Paul, CT 17038",Black
7573,separated,7.07153,42.78804,1.0,4.88102,6.76721,81.03205,49.41203,5.78672,4.58551,7.40274,5.98868,N,4.69894,145-67-2177,63.70931,"PSC 8523, Box 4744
APO AE 37635",Juan Snyder,"Johnson, Horton and Chaney",11/24/1985,M,AB-,"1384 Bruce Squares
South Phillipville, LA 93627",White
7574,single,6.38509,59.64696,1.0,3.91392,5.35541,-19.88205,59.35602,5.13193,5.0303,7.0203,6.10518,Y,3.25993,145-67-2177,58.35602,"PSC 8523, Box 4744
APO AE 37635",Juan Snyder,"Johnson, Horton and Chaney",11/24/1985,M,AB-,"1384 Bruce Squares
South Phillipville, LA 93627",White
7575,divorced,4.42669,59.99351,0.0,4.72787,7.277,71.20667,31.19064,5.2334,5.02655,6.67178,7.98358,N,2.21429,145-67-2177,46.89725,"PSC 8523, Box 4744
APO AE 37635",Juan Snyder,"Johnson, Horton and Chaney",11/24/1985,M,AB-,"1384 Bruce Squares
South Phillipville, LA 93627",White
7576,single,3.6893,81.47933,0.0,3.98985,3.85091,68.81072,38.27868,5.27673,7.09555,4.50052,5.0097,N,2.52519,145-67-2177,71.55793,"PSC 8523, Box 4744
APO AE 37635",Juan Snyder,"Johnson, Horton and Chaney",11/24/1985,M,AB-,"1384 Bruce Squares
South Phillipville, LA 93627",White
7577,divorced,6.64155,29.75061,1.0,6.30378,8.02951,34.76282,45.72589,7.77893,4.23753,8.22327,5.07806,N,6.10199,227-79-8714,61.19261,"51981 Brian Prairie
Andersonmouth, IN 03438",Adam Ross,"Smith, Morales and Torres",03/17/2018,M,B+,"233 Thomas Meadow Apt. 838
East Michael, VT 67880",Black
7578,single,8.63837,86.56265,1.0,4.62752,6.71363,72.68068,66.10928,6.98181,6.17349,6.05542,5.28277,N,2.34818,227-79-8714,54.28684,"51981 Brian Prairie
Andersonmouth, IN 03438",Adam Ross,"Smith, Morales and Torres",03/17/2018,M,B+,"233 Thomas Meadow Apt. 838
East Michael, VT 67880",Black
7579,married,7.86418,82.80796,1.0,7.58213,4.54108,26.36112,40.54398,5.94086,5.80171,7.87604,5.69057,N,5.08974,227-79-8714,54.11043,"51981 Brian Prairie
Andersonmouth, IN 03438",Adam Ross,"Smith, Morales and Torres",03/17/2018,M,B+,"233 Thomas Meadow Apt. 838
East Michael, VT 67880",Black
7580,married,6.57547,80.16496,1.0,5.41137,6.85007,40.33555,32.06602,8.99124,6.69027,7.52305,6.56284,Y,3.45054,525-77-8235,68.93299,"35324 Ramirez Forge
East Kevin, NY 08051",Karen Garcia,Hernandez LLC,12/14/2017,F,O-,"USS Wilson
FPO AP 71254",Black
7581,divorced,4.72204,76.82345,1.0,4.8784,6.29516,94.97924,56.12151,8.23223,5.48289,8.86855,5.08129,N,8.55122,525-77-8235,75.97632,"35324 Ramirez Forge
East Kevin, NY 08051",Karen Garcia,Hernandez LLC,12/14/2017,F,O-,"USS Wilson
FPO AP 71254",Black
7582,divorced,5.42335,80.9718,1.0,2.88345,5.75794,30.47995,53.39947,5.35972,6.49316,8.25935,4.81892,N,6.5203,525-77-8235,51.16459,"35324 Ramirez Forge
East Kevin, NY 08051",Karen Garcia,Hernandez LLC,12/14/2017,F,O-,"USS Wilson
FPO AP 71254",Black
7583,married,6.48496,18.26773,1.0,2.73281,5.84657,38.83443,54.71247,4.53045,3.84489,5.82134,6.73512,Y,2.19615,801-13-6827,55.2518,"88168 Michael Route Apt. 049
Malikfurt, MA 45721",Danny Sutton,Schneider PLC,08/25/1974,M,A+,"3258 Chad Road Suite 285
West Toddhaven, KY 90417",White
7584,married,5.07218,46.60458,0.0,6.11595,6.83209,76.9008,44.94443,5.85625,7.76954,5.63657,5.37508,N,1.80232,801-13-6827,71.2195,"88168 Michael Route Apt. 049
Malikfurt, MA 45721",Danny Sutton,Schneider PLC,08/25/1974,M,A+,"3258 Chad Road Suite 285
West Toddhaven, KY 90417",White
7585,married,8.42097,59.4318,1.0,2.22507,3.93854,79.86515,45.58247,7.20174,5.06972,4.94452,5.65895,N,1.10517,801-13-6827,47.60211,"88168 Michael Route Apt. 049
Malikfurt, MA 45721",Danny Sutton,Schneider PLC,08/25/1974,M,A+,"3258 Chad Road Suite 285
West Toddhaven, KY 90417",White
7586,married,5.02567,72.36082,0.0,6.57987,7.0222,117.14453,37.12955,4.59456,5.35045,5.7464,5.73609,Y,2.50007,448-34-3405,47.80839,"0988 Jesse Isle
Lake Heather, IA 91836",Patrick Hunter,"Smith, Wood and Cortez",03/20/1925,M,AB+,"USNV Hardy
FPO AP 03712",White
7587,divorced,7.05275,85.15748,1.0,3.44477,6.30207,70.31182,33.53796,3.57536,5.99422,8.05334,4.55517,Y,6.08056,448-34-3405,54.91312,"0988 Jesse Isle
Lake Heather, IA 91836",Patrick Hunter,"Smith, Wood and Cortez",03/20/1925,M,AB+,"USNV Hardy
FPO AP 03712",White
7588,married,6.12788,93.48002,0.0,4.22142,6.65411,64.6957,45.70349,4.06397,6.15844,7.35202,5.3219,N,2.85434,448-34-3405,70.70096,"0988 Jesse Isle
Lake Heather, IA 91836",Patrick Hunter,"Smith, Wood and Cortez",03/20/1925,M,AB+,"USNV Hardy
FPO AP 03712",White
7589,married,4.08389,64.80858,0.0,5.08645,4.40116,38.65891,46.10435,5.16574,5.23563,7.06637,4.16853,Y,3.40695,170-98-9002,69.23077,"842 Debra Path
West Marcusmouth, OH 37879",Erica Hill,Khan-Morrison,11/11/1914,F,A-,"1967 Huffman Wall
North Samanthastad, KS 28252",Black
7590,single,5.67558,72.14904,1.0,5.2776,7.57144,-1.35783,35.59435,6.67839,6.76181,8.68393,5.62697,Y,8.85871,423-06-6113,65.2039,"831 Samuel Forges
Mcbrideshire, FL 61890",Scott Nelson,Coleman-Orr,01/08/1915,M,AB-,"34124 Joshua Mews
Donovanhaven, NC 47261",White
7591,single,3.80345,85.60426,0.0,5.14225,6.55956,86.82137,56.55644,4.9348,6.02348,7.15821,6.01392,N,3.48301,423-06-6113,61.47767,"831 Samuel Forges
Mcbrideshire, FL 61890",Scott Nelson,Coleman-Orr,01/08/1915,M,AB-,"34124 Joshua Mews
Donovanhaven, NC 47261",White
7592,nop,4.77205,44.04514,0.0,4.60058,4.30204,65.26653,33.16438,4.22446,4.72067,4.70419,4.78797,N,2.00874,423-06-6113,60.19278,"831 Samuel Forges
Mcbrideshire, FL 61890",Scott Nelson,Coleman-Orr,01/08/1915,M,AB-,"34124 Joshua Mews
Donovanhaven, NC 47261",White
7593,married,3.25523,71.51323,0.0,5.87271,5.12251,98.73444,48.62338,4.8323,5.14975,8.42718,6.81075,N,7.17082,790-29-7930,70.68501,"50016 Medina Mountains
South Daniel, MI 50485",Lisa King,Wright Group,07/21/1941,F,O+,"335 Taylor Plains Suite 162
New Alexanderfurt, IN 04238",White
7594,married,4.30656,76.3891,0.0,5.32397,5.51251,113.1353,53.09279,4.6718,6.97363,7.84968,6.97799,Y,3.73231,790-29-7930,62.64676,"50016 Medina Mountains
South Daniel, MI 50485",Lisa King,Wright Group,07/21/1941,F,O+,"335 Taylor Plains Suite 162
New Alexanderfurt, IN 04238",White
7595,married,8.54437,72.60696,1.0,6.79377,4.59109,86.12285,67.65833,4.64219,5.62938,7.35823,6.2003,N,4.32128,790-29-7930,64.27357,"50016 Medina Mountains
South Daniel, MI 50485",Lisa King,Wright Group,07/21/1941,F,O+,"335 Taylor Plains Suite 162
New Alexanderfurt, IN 04238",White
7596,married,6.01793,80.71568,0.0,4.26943,4.99175,69.44828,42.54003,4.20582,5.86341,7.46916,5.7368,N,3.95026,264-73-9360,66.50521,"8202 Moreno Well Suite 042
East Juanport, NJ 16937",Robert Mccoy,"Dillon, Holmes and Walters",05/07/1970,M,O+,"03189 Martin Estate Suite 721
North Micheletown, SD 45463",Black
7597,divorced,6.11363,67.50045,1.0,4.89603,6.32309,101.32153,53.67158,10.04139,5.33179,7.4075,8.32491,N,3.98003,264-73-9360,77.94507,"8202 Moreno Well Suite 042
East Juanport, NJ 16937",Robert Mccoy,"Dillon, Holmes and Walters",05/07/1970,M,O+,"03189 Martin Estate Suite 721
North Micheletown, SD 45463",Black
7598,married,5.27415,76.21432,1.0,4.20012,7.64207,91.42186,32.82685,6.60409,7.00078,7.1101,6.01826,Y,3.01261,264-73-9360,55.22602,"8202 Moreno Well Suite 042
East Juanport, NJ 16937",Robert Mccoy,"Dillon, Holmes and Walters",05/07/1970,M,O+,"03189 Martin Estate Suite 721
North Micheletown, SD 45463",Black
7599,single,5.60088,85.79955,0.0,4.60853,7.91507,69.91328,51.35105,4.37252,6.6961,4.47554,6.03527,Y,2.45922,264-73-9360,73.21712,"8202 Moreno Well Suite 042
East Juanport, NJ 16937",Robert Mccoy,"Dillon, Holmes and Walters",05/07/1970,M,O+,"03189 Martin Estate Suite 721
North Micheletown, SD 45463",Black
7600,widowed,4.76215,81.65252,1.0,7.32846,6.20726,66.96738,35.55694,8.12265,6.77503,9.47881,6.17335,N,15.78563,289-29-5591,74.0632,"9170 Martin Loaf
Simpsonmouth, UT 54206",Gina Barnes,Smith Ltd,07/21/1933,F,AB-,"65003 Justin Street
Lake Johnberg, DE 50523",Asian
7601,separated,7.79009,74.65204,1.0,2.38172,6.55643,70.0998,28.73324,8.16137,5.48394,5.32989,4.7732,N,2.18261,289-29-5591,58.84186,"9170 Martin Loaf
Simpsonmouth, UT 54206",Gina Barnes,Smith Ltd,07/21/1933,F,AB-,"65003 Justin Street
Lake Johnberg, DE 50523",Asian
7602,divorced,4.85983,52.44241,1.0,5.07812,6.84161,144.87559,38.22175,6.89217,4.83691,8.70934,5.82797,Y,8.78757,289-29-5591,72.56339,"9170 Martin Loaf
Simpsonmouth, UT 54206",Gina Barnes,Smith Ltd,07/21/1933,F,AB-,"65003 Justin Street
Lake Johnberg, DE 50523",Asian
7603,nop,7.49452,89.32777,1.0,4.48843,6.25517,86.17561,56.93581,4.17073,6.4289,6.71338,4.97921,N,3.32162,492-42-8967,62.34107,"6932 Robinson Gateway
Port William, FL 10714",Christina Clayton,Jefferson Group,09/26/1948,F,A+,"729 Floyd Club
Navarrobury, ME 39964",Hawaiian
7604,divorced,11.37531,83.88296,1.0,8.22626,5.60431,126.5036,49.20569,2.71551,5.76961,6.10967,5.48995,Y,2.01195,492-42-8967,57.60065,"6932 Robinson Gateway
Port William, FL 10714",Christina Clayton,Jefferson Group,09/26/1948,F,A+,"729 Floyd Club
Navarrobury, ME 39964",Hawaiian
7605,divorced,6.13696,13.18048,1.0,4.25187,6.8127,31.97193,48.06849,5.76145,2.57819,7.14531,6.52075,N,3.43722,492-42-8967,61.67881,"6932 Robinson Gateway
Port William, FL 10714",Christina Clayton,Jefferson Group,09/26/1948,F,A+,"729 Floyd Club
Navarrobury, ME 39964",Hawaiian
7606,separated,7.84528,87.7904,1.0,4.78923,5.27774,61.58901,61.94418,3.99609,5.92377,6.88194,5.58751,N,3.1818,438-55-0650,80.84519,"3809 Paul Fork Apt. 054
Solomonport, NM 15729",Mitchell Cohen,Caldwell-Parker,04/02/1998,M,O-,"7643 Patel Points
North Michael, CT 17715",White
7607,married,4.7021,60.52158,0.0,4.77665,7.66901,99.22304,59.83007,4.6018,5.115,7.25156,7.97763,Y,2.95882,438-55-0650,74.24679,"3809 Paul Fork Apt. 054
Solomonport, NM 15729",Mitchell Cohen,Caldwell-Parker,04/02/1998,M,O-,"7643 Patel Points
North Michael, CT 17715",White
7608,divorced,6.41058,59.1854,1.0,3.6453,6.84122,61.77747,40.54128,4.90164,4.97589,7.40146,6.75772,Y,3.73663,438-55-0650,75.66219,"3809 Paul Fork Apt. 054
Solomonport, NM 15729",Mitchell Cohen,Caldwell-Parker,04/02/1998,M,O-,"7643 Patel Points
North Michael, CT 17715",White
7609,widowed,8.7181,79.92542,1.0,3.01134,6.50756,119.23534,39.41747,6.28305,6.63832,5.43089,6.08714,N,1.42575,467-54-5264,66.36242,"USNS Johnson
FPO AA 42687",Mary Rose,Hicks PLC,02/20/1998,F,AB-,"36729 Brittany Way Suite 663
West Roberto, NM 04451",White
7610,single,8.64394,90.26116,1.0,2.62222,6.14316,-3.58875,44.30454,4.49206,6.54233,5.83638,4.9608,N,1.503,467-54-5264,77.7248,"USNS Johnson
FPO AA 42687",Mary Rose,Hicks PLC,02/20/1998,F,AB-,"36729 Brittany Way Suite 663
West Roberto, NM 04451",White
7611,separated,3.73608,89.0594,0.0,3.454,6.01762,43.16198,61.6128,3.95482,6.0539,4.03301,6.73763,N,2.8055,467-54-5264,76.53124,"USNS Johnson
FPO AA 42687",Mary Rose,Hicks PLC,02/20/1998,F,AB-,"36729 Brittany Way Suite 663
West Roberto, NM 04451",White
7612,married,3.17824,75.70464,0.0,5.50957,6.03581,78.60232,35.78058,5.79623,6.80718,6.29764,5.98096,Y,2.6904,482-94-7209,71.0967,"Unit 8703 Box 0435
DPO AA 90389",Crystal Bryant,"Hall, Riley and Adkins",04/26/1986,F,AB-,"USNS Roberts
FPO AA 21642",Indian
7613,married,7.35821,81.12679,0.0,3.29991,5.72698,89.65389,51.94819,4.20287,5.80827,6.15399,4.37091,Y,1.41967,482-94-7209,66.79904,"Unit 8703 Box 0435
DPO AA 90389",Crystal Bryant,"Hall, Riley and Adkins",04/26/1986,F,AB-,"USNS Roberts
FPO AA 21642",Indian
7614,widowed,8.38508,87.04315,1.0,4.02373,5.50863,49.21781,18.9136,2.93524,6.55675,5.88176,5.69804,N,1.88397,482-94-7209,62.12533,"Unit 8703 Box 0435
DPO AA 90389",Crystal Bryant,"Hall, Riley and Adkins",04/26/1986,F,AB-,"USNS Roberts
FPO AA 21642",Indian
7615,married,6.60565,84.45909,1.0,5.42496,6.58357,57.86876,66.05404,5.84708,6.54546,8.11747,6.56247,Y,5.68469,250-98-2126,58.13649,"453 Eaton Walk
Lewiston, OR 66821",Joshua Santos,Delacruz and Sons,01/10/2019,M,AB+,"49327 Wendy Inlet Apt. 892
Phillipton, MA 97348",Hawaiian
7616,married,4.80411,54.4712,0.0,6.49583,4.78145,130.10272,47.57913,3.19166,7.62794,5.66033,5.94721,N,2.48232,250-98-2126,57.2292,"453 Eaton Walk
Lewiston, OR 66821",Joshua Santos,Delacruz and Sons,01/10/2019,M,AB+,"49327 Wendy Inlet Apt. 892
Phillipton, MA 97348",Hawaiian
7617,divorced,5.68,86.22855,1.0,1.7447,4.17393,123.27687,78.3208,4.09742,6.48172,7.57644,5.65248,N,4.59554,644-87-4899,60.46438,"301 Ronald Port
Collinsfurt, MS 57559",James Harris,"Thompson, Macias and Hill",11/20/1906,M,B-,"1243 Kenneth Parkways
East Betty, NH 20837",Asian
7618,separated,6.43276,90.8335,0.0,5.54198,5.41657,134.95152,77.186,5.13749,5.96264,5.04821,7.71826,N,1.56721,644-87-4899,58.15059,"301 Ronald Port
Collinsfurt, MS 57559",James Harris,"Thompson, Macias and Hill",11/20/1906,M,B-,"1243 Kenneth Parkways
East Betty, NH 20837",Asian
7619,widowed,7.15161,90.08607,1.0,5.25272,6.61297,32.7103,62.23577,5.37186,6.16217,4.91424,5.24716,N,1.23811,644-87-4899,55.12883,"301 Ronald Port
Collinsfurt, MS 57559",James Harris,"Thompson, Macias and Hill",11/20/1906,M,B-,"1243 Kenneth Parkways
East Betty, NH 20837",Asian
